age,gender,education,experience_years,role_seniority,company_size,location_tier,skills_count,certifications,worked_remote,last_promotion_years_ago,salary_bdt,recent_project_description_length,survey_date,recent_note
30,Male,M.Sc,10.0,Mid,Enterprise,Tier-3,6.0,,0,3.0,123853,52.0,2023-03-25,Built ML pipeline for preprocessing
29,Female,M.Sc,6.0,Junior,Enterprise,Tier-3,2.0,0.0,0,0.0,77365,,2023-12-19,None
34,Female,B.Sc,9.0,Senior,Startup,Tier-2,10.0,3.0,1,4.0,143664,65.0,2024-10-30,None
41,Male,B.Sc,23.0,Junior,Startup,Remote,5.0,0.0,0,0.0,224869,38.0,2024-05-17,Built ML pipeline for preprocessing
37,Male,B.Sc,14.0,Senior,SME,Tier-2,5.0,1.0,0,,191250,,2024-10-20,Worked on microservices deployment
28,Male,B.Sc,7.0,Junior,Enterprise,Tier-1,3.0,2.0,0,2.0,103953,70.0,2024-04-19,No relevant project mentioned
23,Male,PhD,0.0,Mid,Enterprise,Tier-1,5.0,1.0,1,2.0,88170,65.0,2024-09-26,Contributed to open-source NLP repo
45,Male,M.Sc,24.0,Junior,SME,Remote,6.0,0.0,0,7.0,238031,68.0,2024-05-17,Worked on microservices deployment
30,Female,M.Sc,9.0,Mid,SME,Tier-1,7.0,2.0,1,1.0,139285,60.0,2024-11-24,Worked on microservices deployment
30,Male,PhD,8.0,Junior,Startup,Tier-2,,0.0,1,5.0,110622,,2023-04-09,Contributed to open-source NLP repo
30,Female,,8.0,Senior,SME,Tier-1,1.0,,0,0.0,111930,59.0,2024-12-02,Contributed to open-source NLP repo
31,Female,M.Eng,9.0,Mid,Startup,Tier-1,6.0,1.0,0,1.0,130837,59.0,2023-11-02,Built ML pipeline for preprocessing
29,Female,B.Sc,9.0,Junior,Enterprise,Tier-2,10.0,2.0,0,0.0,134047,62.0,2023-11-11,Worked on microservices deployment
27,Male,B.Sc+Cert,,Mid,Startup,Tier-1,,1.0,0,2.0,69693,74.0,2024-12-10,Experience in data cleaning and ETL
27,Male,B.Sc,6.0,Mid,SME,Remote,4.0,0.0,0,2.0,100538,66.0,2024-03-17,Worked on microservices deployment
30,Male,B.Sc+Cert,4.0,Junior,Startup,Tier-2,,1.0,0,1.0,72042,66.0,2023-09-04,Worked on microservices deployment
27,Male,B.Sc,,Junior,SME,Tier-2,6.0,1.0,1,3.0,118918,60.0,2023-09-22,None
26,Male,B.Sc,3.0,Mid,Startup,Tier-3,5.0,1.0,0,5.0,55229,58.0,2024-07-22,Built ML pipeline for preprocessing
31,Male,M.Sc,8.0,Junior,SME,Tier-2,11.0,0.0,0,,115273,63.0,2024-02-29,No relevant project mentioned
28,Male,B.Sc,7.0,Junior,Startup,Remote,5.0,1.0,1,0.0,91052,62.0,2023-02-27,Contributed to open-source NLP repo
39,Male,M.Sc,16.0,Junior,Enterprise,Tier-1,6.0,2.0,0,1.0,185321,69.0,2024-04-28,Built ML pipeline for preprocessing
20,Male,,,Mid,SME,Tier-1,6.0,1.0,0,1.0,53968,,2023-11-20,Worked on microservices deployment
37,Male,M.Sc,11.0,Mid,Enterprise,Tier-1,2.0,0.0,1,0.0,186747,61.0,2023-07-05,Worked on microservices deployment
37,Female,,11.0,Junior,SME,Remote,7.0,2.0,0,1.0,133308,,2024-05-13,Contributed to open-source NLP repo
20,Female,B.Sc,0.0,Lead,SME,Remote,3.0,2.0,0,0.0,76445,,2023-03-03,No relevant project mentioned
28,Male,B.Sc,2.0,Senior,SME,Tier-1,1.0,1.0,0,7.0,81066,,2024-08-15,No relevant project mentioned
28,Male,,3.0,Junior,Enterprise,Tier-2,5.0,0.0,1,4.0,67703,48.0,2023-09-03,Contributed to open-source NLP repo
22,Male,B.Sc,0.0,Junior,SME,Tier-1,4.0,,0,,37724,,2024-05-01,Built ML pipeline for preprocessing
25,Male,B.Sc,0.0,Senior,Startup,Tier-1,7.0,2.0,0,6.0,63748,48.0,2024-01-08,Experience in data cleaning and ETL
23,Male,B.Sc,2.0,Mid,Enterprise,Tier-2,4.0,0.0,1,3.0,62791,70.0,2024-05-29,Contributed to open-source NLP repo
41,Female,B.Sc,16.0,Junior,Startup,Tier-1,4.0,0.0,0,0.0,175937,77.0,2023-02-20,No relevant project mentioned
36,Male,M.Sc,12.0,Mid,Enterprise,Tier-2,4.0,1.0,0,3.0,174555,60.0,2024-09-08,Built ML pipeline for preprocessing
38,Male,,15.0,Senior,Startup,Tier-2,2.0,1.0,1,0.0,167902,42.0,2023-04-09,None
34,Male,B.Sc,11.0,Junior,SME,Tier-3,6.0,2.0,0,0.0,114402,53.0,2023-11-19,None
23,Male,M.Sc,2.0,Senior,Startup,Tier-2,,1.0,0,,83615,53.0,2024-08-14,Contributed to open-source NLP repo
27,Male,M.Sc,4.0,Mid,Enterprise,Tier-2,7.0,2.0,0,0.0,94547,75.0,2024-03-16,Contributed to open-source NLP repo
33,Male,B.Sc,12.0,Mid,SME,Tier-2,4.0,0.0,1,3.0,134863,39.0,2024-02-08,Worked on microservices deployment
23,Male,M.Sc,0.0,Senior,SME,Tier-1,5.0,1.0,1,5.0,71551,59.0,2024-02-21,Built ML pipeline for preprocessing
34,Male,B.Sc,,Junior,Startup,Tier-3,6.0,1.0,1,1.0,131205,59.0,2024-11-13,None
29,Male,B.Sc,8.0,Mid,SME,Tier-1,6.0,0.0,1,0.0,104341,88.0,2023-06-04,Experience in data cleaning and ETL
28,Male,B.Sc,5.0,Mid,Enterprise,Tier-1,6.0,3.0,1,1.0,115123,58.0,2024-06-25,No relevant project mentioned
34,Male,M.Sc,10.0,Mid,SME,Tier-2,6.0,0.0,1,2.0,138097,52.0,2024-09-02,Contributed to open-source NLP repo
33,Female,M.Sc,8.0,Junior,Startup,Remote,,,0,1.0,100667,70.0,2023-05-26,Experience in data cleaning and ETL
28,Male,,7.0,Mid,SME,Tier-1,4.0,1.0,1,6.0,104731,66.0,2023-08-23,Experience in data cleaning and ETL
37,Male,B.Sc,14.0,Junior,SME,Tier-1,9.0,1.0,1,0.0,501270,65.0,2024-04-18,No relevant project mentioned
24,Male,PhD,5.0,Junior,Startup,Tier-1,4.0,2.0,1,7.0,110068,61.0,2024-02-03,None
34,Male,B.Sc,,Junior,Startup,Tier-1,9.0,1.0,0,0.0,110518,67.0,2024-09-02,Contributed to open-source NLP repo
34,Male,B.Sc,10.0,Mid,Enterprise,Tier-2,4.0,2.0,0,1.0,114257,50.0,2024-04-04,Contributed to open-source NLP repo
28,Male,B.Sc+Cert,6.0,Junior,Enterprise,Tier-1,5.0,0.0,1,,88246,71.0,2024-12-02,None
32,Female,,8.0,Mid,Startup,Tier-3,4.0,3.0,0,2.0,103635,62.0,2024-03-08,No relevant project mentioned
22,Male,M.Sc,0.0,Junior,Enterprise,Tier-3,6.0,0.0,1,0.0,43646,71.0,2023-09-14,Contributed to open-source NLP repo
36,Male,M.Sc,11.0,Junior,Startup,Tier-2,,1.0,1,5.0,125853,65.0,2024-12-15,Worked on microservices deployment
29,Male,B.Sc+Cert,5.0,Junior,SME,Tier-2,3.0,2.0,1,,81462,62.0,2024-03-14,Worked on microservices deployment
27,Female,B.Sc,7.0,Junior,SME,Tier-1,7.0,,0,2.0,94208,56.0,2024-06-20,Worked on microservices deployment
36,Male,B.Sc,12.0,Mid,Startup,Tier-1,7.0,2.0,0,0.0,176773,79.0,2023-06-24,No relevant project mentioned
26,Male,B.Sc,3.0,Mid,SME,Tier-2,4.0,2.0,0,1.0,69174,70.0,2024-12-13,Worked on microservices deployment
22,Male,B.Sc+Cert,2.0,Lead,Enterprise,Tier-1,6.0,2.0,1,0.0,141353,56.0,2024-05-05,Contributed to open-source NLP repo
21,Male,M.Sc,0.0,Lead,Enterprise,Tier-2,,1.0,1,7.0,100506,77.0,2023-10-10,No relevant project mentioned
34,Male,B.Sc,11.0,Mid,Startup,Tier-1,,0.0,0,0.0,126468,76.0,2024-08-27,Experience in data cleaning and ETL
22,Male,B.Sc+Cert,0.0,Senior,Startup,Tier-1,7.0,1.0,1,1.0,62636,51.0,2024-07-15,Built ML pipeline for preprocessing
41,Male,B.Sc,22.0,Junior,Enterprise,Tier-1,6.0,0.0,1,1.0,229574,62.0,2023-08-07,Contributed to open-source NLP repo
20,Male,B.Sc,,Mid,Startup,Tier-1,5.0,1.0,1,3.0,41621,61.0,2023-06-05,No relevant project mentioned
40,Male,B.Sc,16.0,Mid,SME,Remote,4.0,2.0,0,0.0,612816,57.0,2023-02-26,Experience in data cleaning and ETL
31,Male,B.Sc,7.0,Junior,Startup,Tier-1,3.0,1.0,0,4.0,85155,58.0,2024-05-25,Built ML pipeline for preprocessing
29,Female,B.Sc+Cert,7.0,Junior,SME,Remote,7.0,2.0,0,1.0,93723,60.0,2023-12-04,Built ML pipeline for preprocessing
27,Male,B.Sc,2.0,Junior,Startup,Tier-2,4.0,3.0,0,1.0,46381,50.0,2024-12-19,Contributed to open-source NLP repo
32,Male,M.Eng,10.0,Mid,Enterprise,Remote,7.0,4.0,1,0.0,160764,56.0,2023-09-29,None
30,Male,M.Sc,8.0,Mid,Enterprise,Tier-2,6.0,1.0,0,2.0,125988,70.0,2024-12-27,Experience in data cleaning and ETL
37,Male,B.Sc,13.0,Mid,Startup,Remote,4.0,0.0,1,1.0,153681,62.0,2023-07-03,Built ML pipeline for preprocessing
31,Female,PhD,8.0,Mid,Enterprise,Tier-1,7.0,0.0,1,0.0,172825,57.0,2023-10-18,Built ML pipeline for preprocessing
31,Male,B.Sc,7.0,Mid,SME,Tier-2,3.0,0.0,0,0.0,93705,62.0,2023-10-29,Built ML pipeline for preprocessing
28,Male,B.Sc,4.0,Senior,Startup,Tier-1,6.0,0.0,1,3.0,104062,78.0,2024-08-01,Worked on microservices deployment
30,Male,B.Sc,8.0,Junior,Enterprise,Tier-2,4.0,0.0,0,0.0,98000,,2023-09-04,Contributed to open-source NLP repo
32,Male,B.Sc+Cert,8.0,Senior,SME,Tier-2,5.0,0.0,1,0.0,130516,,2023-01-16,Contributed to open-source NLP repo
20,Male,,0.0,Mid,Startup,Tier-2,4.0,1.0,0,2.0,36832,49.0,2023-12-01,Built ML pipeline for preprocessing
22,Male,B.Sc,0.0,Mid,Startup,Tier-1,3.0,0.0,1,0.0,42252,47.0,2023-07-30,Worked on microservices deployment
34,Male,B.Sc,,Mid,Enterprise,Tier-1,5.0,,1,1.0,153982,54.0,2024-08-08,Experience in data cleaning and ETL
31,Female,B.Sc,4.0,Mid,Enterprise,Tier-2,5.0,,1,2.0,80939,,2024-01-08,Built ML pipeline for preprocessing
29,Male,M.Sc,10.0,Junior,Enterprise,Tier-2,5.0,0.0,1,1.0,139905,59.0,2024-02-10,Contributed to open-source NLP repo
30,Female,B.Sc,1.0,Mid,Startup,Tier-1,4.0,1.0,0,,56315,48.0,2024-06-13,Worked on microservices deployment
32,Female,B.Sc,8.0,Lead,Enterprise,Remote,3.0,2.0,0,0.0,154551,56.0,2023-01-22,Built ML pipeline for preprocessing
27,Female,B.Sc,6.0,Mid,Startup,Remote,4.0,1.0,0,1.0,74258,67.0,2024-09-09,Built ML pipeline for preprocessing
25,Male,B.Sc,,Junior,Enterprise,Remote,8.0,1.0,0,7.0,51245,86.0,2023-04-29,Contributed to open-source NLP repo
31,Male,,3.0,Junior,Startup,Tier-3,7.0,2.0,1,1.0,58352,48.0,2024-06-11,Experience in data cleaning and ETL
24,Female,B.Sc,1.0,Lead,SME,Tier-1,3.0,2.0,0,3.0,81964,76.0,2023-07-03,Built ML pipeline for preprocessing
32,Male,PhD,10.0,Junior,SME,Remote,4.0,0.0,1,2.0,136618,52.0,2024-05-29,Experience in data cleaning and ETL
20,Male,B.Sc,0.0,Junior,Enterprise,Tier-2,,0.0,1,4.0,38498,63.0,2024-05-06,Contributed to open-source NLP repo
36,Female,B.Sc,12.0,Mid,Enterprise,Tier-1,6.0,1.0,0,3.0,145783,74.0,2024-05-20,Built ML pipeline for preprocessing
33,Female,B.Sc+Cert,12.0,Lead,SME,Tier-3,4.0,0.0,0,0.0,150363,67.0,2024-09-26,Built ML pipeline for preprocessing
32,Male,B.Sc,9.0,Junior,SME,Tier-1,6.0,1.0,1,1.0,131097,63.0,2024-03-12,None
36,Male,M.Sc,11.0,Mid,Enterprise,Tier-2,2.0,1.0,0,5.0,149851,47.0,2023-04-15,None
40,Male,PhD,19.0,Mid,Startup,Tier-1,5.0,1.0,0,2.0,218689,44.0,2023-04-13,Experience in data cleaning and ETL
36,Female,B.Sc,10.0,Junior,Enterprise,Tier-2,7.0,0.0,0,0.0,125739,61.0,2023-07-27,Worked on microservices deployment
20,Female,B.Sc,0.0,Senior,Enterprise,Tier-2,5.0,3.0,1,1.0,72439,52.0,2024-10-22,None
22,Male,M.Sc,0.0,Mid,Startup,Tier-2,3.0,1.0,1,1.0,44752,53.0,2024-12-05,Contributed to open-source NLP repo
26,Male,B.Sc,3.0,Mid,Startup,Tier-1,5.0,2.0,0,,71499,71.0,2023-02-16,Experience in data cleaning and ETL
30,Female,B.Sc,,Senior,SME,Tier-2,6.0,0.0,0,2.0,108807,48.0,2023-10-31,Contributed to open-source NLP repo
33,Male,B.Sc,8.0,Lead,Startup,Tier-2,3.0,0.0,0,2.0,96071,61.0,2023-06-16,Worked on microservices deployment
26,Male,B.Sc,3.0,Mid,SME,Tier-1,,1.0,0,1.0,73881,,2024-05-08,Worked on microservices deployment
31,Female,,7.0,Junior,Enterprise,Remote,5.0,1.0,1,,116166,61.0,2023-03-28,Worked on microservices deployment
25,Male,B.Sc,,Senior,SME,Tier-2,,1.0,0,0.0,377596,44.0,2023-08-14,Built ML pipeline for preprocessing
26,Male,B.Sc,0.0,Mid,Startup,Remote,4.0,2.0,1,1.0,44232,,2023-04-30,No relevant project mentioned
22,Male,M.Sc,0.0,Senior,SME,Tier-1,4.0,0.0,0,0.0,76838,50.0,2023-09-05,Worked on microservices deployment
24,Male,B.Sc,0.0,Senior,SME,Tier-1,,1.0,0,0.0,62369,59.0,2024-05-19,Built ML pipeline for preprocessing
22,Female,B.Sc,1.0,Junior,Enterprise,Tier-1,4.0,0.0,0,1.0,55507,77.0,2023-12-19,Contributed to open-source NLP repo
24,Male,M.Sc,1.0,Lead,Startup,Tier-2,1.0,0.0,1,3.0,76064,57.0,2023-05-24,Built ML pipeline for preprocessing
36,Other,B.Sc,,Mid,SME,Tier-1,4.0,1.0,1,0.0,147893,58.0,2023-12-16,Built ML pipeline for preprocessing
24,Male,,3.0,Mid,Enterprise,Tier-2,3.0,3.0,0,1.0,85917,72.0,2024-05-29,Built ML pipeline for preprocessing
46,Male,B.Sc+Cert,17.0,Junior,SME,Tier-1,6.0,3.0,0,4.0,202192,,2023-11-13,Experience in data cleaning and ETL
33,Male,B.Sc,12.0,Senior,SME,Tier-1,,0.0,1,1.0,168598,68.0,2023-01-26,None
31,Male,B.Sc,10.0,Mid,Startup,Tier-2,6.0,3.0,0,1.0,114304,57.0,2024-06-13,Experience in data cleaning and ETL
25,Male,B.Sc,3.0,Mid,Enterprise,Remote,8.0,1.0,0,5.0,75016,,2023-11-18,Built ML pipeline for preprocessing
34,Male,B.Sc,11.0,Senior,SME,Tier-1,6.0,1.0,0,3.0,166847,55.0,2023-10-23,Built ML pipeline for preprocessing
27,Male,B.Sc+Cert,3.0,Mid,Enterprise,Tier-3,10.0,2.0,0,4.0,81498,64.0,2023-05-11,None
31,Male,B.Sc+Cert,9.0,Mid,Enterprise,Tier-3,6.0,0.0,0,1.0,125544,51.0,2023-01-17,Built ML pipeline for preprocessing
45,Female,B.Sc,25.0,Senior,SME,Tier-2,5.0,1.0,0,7.0,255889,52.0,2024-08-04,Experience in data cleaning and ETL
29,Male,M.Sc,6.0,Mid,SME,Remote,5.0,1.0,0,0.0,97972,54.0,2023-07-04,Contributed to open-source NLP repo
37,Female,B.Sc+Cert,14.0,Senior,Startup,Remote,2.0,2.0,0,6.0,167530,63.0,2023-02-18,Contributed to open-source NLP repo
26,Male,B.Sc+Cert,4.0,Senior,Startup,Tier-1,3.0,1.0,1,,97804,71.0,2023-03-17,Experience in data cleaning and ETL
30,Male,B.Sc,7.0,Mid,Enterprise,Tier-2,2.0,0.0,0,2.0,83259,73.0,2024-06-11,Built ML pipeline for preprocessing
41,Male,B.Sc,13.0,Mid,SME,Tier-2,5.0,1.0,0,2.0,303872,57.0,2023-01-06,Experience in data cleaning and ETL
26,Male,B.Sc,,Junior,SME,Tier-2,1.0,3.0,0,4.0,69948,64.0,2023-02-03,Contributed to open-source NLP repo
41,Male,B.Sc+Cert,18.0,Mid,Enterprise,Tier-1,5.0,1.0,1,1.0,231091,49.0,2023-02-28,No relevant project mentioned
34,Female,B.Sc,11.0,Mid,Startup,Remote,4.0,1.0,0,2.0,131955,50.0,2023-03-08,Contributed to open-source NLP repo
27,Female,M.Sc,4.0,Senior,SME,Tier-3,3.0,1.0,1,5.0,85362,49.0,2023-09-12,Contributed to open-source NLP repo
34,Male,B.Sc,11.0,Junior,SME,Tier-1,5.0,0.0,1,0.0,129920,77.0,2024-02-07,Worked on microservices deployment
36,Male,B.Sc,13.0,Junior,SME,Tier-1,1.0,0.0,1,5.0,125040,60.0,2023-06-06,None
34,Female,B.Sc,10.0,Junior,Enterprise,Remote,10.0,0.0,0,3.0,140384,75.0,2023-02-01,None
21,Male,PhD,5.0,Junior,SME,Tier-1,1.0,0.0,0,3.0,100974,69.0,2023-01-10,None
26,Female,B.Sc,4.0,Mid,SME,Tier-2,13.0,1.0,1,0.0,84596,49.0,2024-12-04,No relevant project mentioned
29,Female,,6.0,Junior,SME,Tier-1,,2.0,0,0.0,105276,65.0,2024-01-10,No relevant project mentioned
30,Female,B.Sc,11.0,Junior,Startup,Tier-1,3.0,0.0,1,6.0,128690,55.0,2023-12-15,None
34,Male,B.Sc,9.0,Junior,SME,Tier-1,8.0,0.0,0,0.0,105087,56.0,2024-08-11,Built ML pipeline for preprocessing
31,Male,B.Sc,7.0,Senior,SME,Tier-1,5.0,1.0,0,2.0,140842,65.0,2024-06-15,No relevant project mentioned
22,Male,B.Sc,0.0,Senior,Enterprise,Tier-1,,1.0,1,4.0,76867,36.0,2023-06-05,No relevant project mentioned
32,Male,B.Sc,9.0,Junior,Enterprise,Tier-2,1.0,1.0,1,0.0,92339,78.0,2023-01-27,No relevant project mentioned
34,Female,B.Sc,,Mid,SME,Tier-2,1.0,0.0,1,,122334,59.0,2023-06-02,No relevant project mentioned
33,Male,B.Sc,12.0,Mid,SME,Tier-1,7.0,,1,0.0,159260,55.0,2023-10-12,Worked on microservices deployment
36,Male,B.Sc,13.0,Junior,Startup,Tier-3,,1.0,1,,128798,66.0,2024-09-19,Built ML pipeline for preprocessing
35,Female,B.Sc+Cert,13.0,Mid,Startup,Tier-2,6.0,1.0,0,1.0,147090,56.0,2023-09-07,None
33,Female,B.Sc+Cert,,Junior,SME,Tier-2,6.0,0.0,0,2.0,108944,65.0,2024-03-04,No relevant project mentioned
30,Female,B.Sc,6.0,Senior,SME,Tier-2,7.0,0.0,0,5.0,87448,65.0,2024-07-10,Contributed to open-source NLP repo
20,Female,M.Sc,,Junior,Startup,Tier-2,3.0,3.0,1,0.0,44415,55.0,2023-10-13,Contributed to open-source NLP repo
33,Male,,12.0,Lead,SME,Remote,6.0,1.0,0,1.0,182142,75.0,2024-05-20,Contributed to open-source NLP repo
31,Male,B.Sc,10.0,Junior,Enterprise,Tier-2,,0.0,1,1.0,119539,57.0,2023-10-21,Worked on microservices deployment
32,Female,M.Eng,,Mid,Startup,Tier-1,1.0,1.0,0,1.0,123466,69.0,2024-03-19,Contributed to open-source NLP repo
22,Male,B.Sc+Cert,0.0,Senior,Enterprise,Tier-3,6.0,0.0,0,2.0,56329,65.0,2023-10-15,Contributed to open-source NLP repo
24,Male,B.Sc,0.0,Junior,Startup,Tier-1,2.0,1.0,1,5.0,37078,72.0,2023-11-02,No relevant project mentioned
36,Male,B.Sc,14.0,Mid,SME,Tier-1,7.0,1.0,0,7.0,153065,58.0,2023-03-12,Contributed to open-source NLP repo
30,Male,B.Sc+Cert,7.0,Mid,Enterprise,Tier-2,3.0,3.0,0,,92880,63.0,2023-06-12,Experience in data cleaning and ETL
34,Female,B.Sc,10.0,Mid,SME,Tier-3,6.0,1.0,0,3.0,123045,55.0,2024-04-25,Worked on microservices deployment
30,Male,B.Sc,6.0,Junior,Enterprise,Tier-1,5.0,2.0,0,,104675,59.0,2024-08-10,No relevant project mentioned
30,Male,B.Sc,,Junior,Startup,Remote,8.0,1.0,0,,134459,62.0,2023-12-09,No relevant project mentioned
36,Male,B.Sc,13.0,Mid,SME,Tier-1,3.0,0.0,0,0.0,137670,47.0,2024-05-31,Built ML pipeline for preprocessing
27,Male,M.Sc,4.0,Mid,SME,Tier-1,,1.0,1,4.0,83277,48.0,2023-04-17,No relevant project mentioned
31,Male,M.Sc,7.0,Mid,SME,Remote,5.0,1.0,0,6.0,109066,46.0,2024-09-22,No relevant project mentioned
27,Male,PhD,2.0,Junior,Enterprise,Tier-2,9.0,3.0,0,5.0,89393,57.0,2024-08-31,None
27,Female,B.Sc,,Junior,Enterprise,Tier-3,3.0,2.0,0,2.0,48335,86.0,2024-11-23,None
28,Male,B.Sc,5.0,Mid,Enterprise,Tier-3,,0.0,0,1.0,81617,48.0,2024-05-12,Experience in data cleaning and ETL
31,Male,B.Sc,7.0,Mid,Startup,Remote,3.0,3.0,0,2.0,94472,73.0,2023-01-01,Built ML pipeline for preprocessing
27,Male,B.Sc,7.0,Mid,SME,Tier-1,3.0,1.0,1,1.0,104822,52.0,2024-08-20,Experience in data cleaning and ETL
38,Male,B.Sc,14.0,Junior,SME,Tier-1,4.0,,1,1.0,146354,52.0,2024-04-20,Built ML pipeline for preprocessing
25,Male,PhD,6.0,Junior,SME,Tier-3,,0.0,1,1.0,100999,55.0,2024-03-28,Worked on microservices deployment
29,Female,B.Sc+Cert,1.0,Junior,Enterprise,Tier-2,2.0,1.0,1,1.0,45105,65.0,2023-03-06,None
27,Male,B.Sc,6.0,Junior,Startup,Tier-2,4.0,3.0,1,1.0,90157,71.0,2024-04-29,Built ML pipeline for preprocessing
39,Female,M.Sc,15.0,Junior,SME,Tier-1,3.0,2.0,1,0.0,181026,58.0,2024-09-06,Built ML pipeline for preprocessing
31,Male,B.Sc,5.0,Mid,SME,Tier-1,,1.0,1,1.0,86442,80.0,2024-02-26,No relevant project mentioned
36,Male,B.Sc,14.0,Mid,Enterprise,Tier-2,,0.0,1,2.0,181411,42.0,2024-06-19,Worked on microservices deployment
21,Male,M.Sc,0.0,Mid,Enterprise,Tier-1,4.0,0.0,1,0.0,66882,55.0,2023-05-31,Contributed to open-source NLP repo
32,Female,B.Sc,10.0,Junior,SME,Tier-1,4.0,2.0,0,4.0,132181,56.0,2024-01-26,Contributed to open-source NLP repo
35,Male,PhD,,Junior,Startup,Tier-1,4.0,1.0,0,2.0,134603,51.0,2024-02-19,Built ML pipeline for preprocessing
30,Male,M.Sc,,Mid,SME,Tier-1,9.0,0.0,0,4.0,103642,66.0,2023-01-07,None
36,Male,B.Sc,14.0,Senior,SME,Tier-3,11.0,0.0,1,0.0,169030,67.0,2024-05-30,Built ML pipeline for preprocessing
27,Male,M.Sc,5.0,Mid,Enterprise,Tier-3,4.0,2.0,0,4.0,102335,66.0,2024-11-24,Built ML pipeline for preprocessing
38,Male,B.Sc,12.0,Mid,SME,Tier-1,4.0,0.0,0,6.0,133432,,2024-04-10,No relevant project mentioned
44,Male,B.Sc,22.0,Senior,SME,Tier-1,2.0,0.0,0,1.0,246269,78.0,2023-04-14,Built ML pipeline for preprocessing
28,Male,B.Sc,6.0,Mid,SME,Tier-2,5.0,2.0,1,1.0,91974,53.0,2024-04-08,Built ML pipeline for preprocessing
27,Male,B.Sc,5.0,Junior,SME,Tier-1,6.0,0.0,0,2.0,75278,70.0,2024-07-17,Worked on microservices deployment
39,Male,M.Sc,16.0,Mid,Enterprise,Tier-3,3.0,1.0,1,2.0,158255,,2024-08-16,Contributed to open-source NLP repo
39,Female,B.Sc,15.0,Junior,Startup,Tier-3,4.0,1.0,1,0.0,143310,67.0,2024-07-13,Contributed to open-source NLP repo
27,Female,M.Sc,,Mid,SME,Remote,2.0,0.0,0,6.0,76385,61.0,2023-12-17,Built ML pipeline for preprocessing
27,Female,M.Sc,5.0,Mid,Enterprise,Tier-2,6.0,1.0,1,2.0,389648,63.0,2024-12-29,No relevant project mentioned
28,Male,B.Sc,5.0,Senior,Startup,Tier-1,8.0,1.0,1,3.0,98218,44.0,2024-01-01,None
22,Male,M.Eng,0.0,Junior,Enterprise,Tier-2,6.0,0.0,0,1.0,50766,68.0,2023-07-01,Built ML pipeline for preprocessing
24,Male,B.Sc,5.0,Mid,SME,Tier-1,6.0,1.0,0,1.0,88804,64.0,2023-08-31,None
24,Male,B.Sc,2.0,Mid,SME,Tier-1,6.0,0.0,0,0.0,67251,76.0,2023-08-08,Built ML pipeline for preprocessing
25,Male,B.Sc,3.0,Senior,Startup,Tier-1,5.0,0.0,0,1.0,88061,61.0,2023-07-27,None
30,Male,B.Sc,4.0,Senior,SME,Tier-2,2.0,4.0,1,7.0,85436,,2024-09-30,None
31,Male,B.Sc,8.0,Lead,SME,Tier-1,,2.0,0,3.0,134004,55.0,2023-07-01,None
39,Male,M.Sc,19.0,Junior,Startup,Tier-1,1.0,3.0,1,4.0,183729,38.0,2024-03-04,Experience in data cleaning and ETL
24,Female,B.Sc,,Mid,SME,Tier-2,5.0,1.0,0,6.0,39102,,2023-02-04,Contributed to open-source NLP repo
36,Male,B.Sc,13.0,Junior,Startup,Remote,3.0,2.0,1,0.0,132511,52.0,2024-11-05,Built ML pipeline for preprocessing
29,Male,B.Sc+Cert,5.0,Junior,SME,Tier-1,6.0,0.0,0,,96154,53.0,2024-02-25,No relevant project mentioned
30,Male,M.Sc,8.0,Senior,Enterprise,Tier-2,3.0,3.0,1,6.0,150367,,2023-07-22,Worked on microservices deployment
34,Male,B.Sc+Cert,10.0,Lead,Startup,Tier-1,3.0,0.0,0,2.0,146464,70.0,2023-06-11,Experience in data cleaning and ETL
23,Male,B.Sc,0.0,Junior,Startup,Remote,6.0,0.0,0,2.0,33554,52.0,2024-02-12,Built ML pipeline for preprocessing
32,Female,M.Sc,7.0,Junior,Enterprise,Tier-1,8.0,0.0,0,1.0,116067,,2023-12-15,Worked on microservices deployment
31,Female,B.Sc+Cert,10.0,Junior,SME,Remote,4.0,0.0,0,4.0,129471,,2023-01-04,None
33,Male,M.Sc,,Senior,Startup,Tier-1,5.0,1.0,0,2.0,140461,40.0,2023-12-27,Built ML pipeline for preprocessing
32,Female,M.Sc,12.0,Junior,SME,Tier-3,4.0,0.0,0,4.0,143302,69.0,2024-08-12,Worked on microservices deployment
45,Other,B.Sc,21.0,Junior,Startup,Tier-1,6.0,1.0,0,7.0,209511,56.0,2024-10-25,Built ML pipeline for preprocessing
26,Female,B.Sc,,Junior,Startup,Tier-1,3.0,0.0,1,2.0,44404,65.0,2023-12-24,Built ML pipeline for preprocessing
27,Female,B.Sc,4.0,Mid,Enterprise,Tier-1,5.0,1.0,1,2.0,96411,48.0,2024-09-19,Worked on microservices deployment
26,Male,B.Sc,0.0,Senior,Enterprise,Tier-1,3.0,3.0,1,1.0,90513,,2023-02-05,Built ML pipeline for preprocessing
27,Male,B.Sc+Cert,5.0,Junior,SME,Tier-3,7.0,0.0,1,0.0,85361,62.0,2023-12-01,Built ML pipeline for preprocessing
26,Male,B.Sc,2.0,Mid,Startup,Tier-2,4.0,1.0,1,3.0,56736,52.0,2023-10-18,None
37,Male,B.Sc+Cert,12.0,Junior,Startup,Tier-2,6.0,1.0,0,0.0,127523,44.0,2023-10-12,No relevant project mentioned
